Model,Investigation_Type,Event_Date,Location,Country,Aircraft_Damage,Make,Fatal_Injuries,Intro,Outro,Operational_Count,Is_Operational
767,Incident,6/9/09,,United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Accident,1/3/11,"""Los Angeles, CA""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Accident,9/11/01,"""Arlington, VA""",United States,Destroyed,Boeing,64,1/1/83,9/21/17,1049,Yes
767,Accident,9/11/01,"""New York City, NY""",United States,Destroyed,Boeing,92,11/1/82,9/21/17,1088,Yes
757,Incident,1/30/08,"""West Palm Beach, FL""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
777,Accident,7/25/04,"""Miami, FL""",United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
737,Accident,9/29/11,"""Miami, FL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Accident,10/21/15,"""Dallas, TX""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Incident,12/29/10,"""Jackson Hole, WY""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,10/26/10,"""Miami, FL""",United States,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
777,Accident,12/12/15,"""Buenos Aires, Argentina""",Argentina,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
777,Accident,4/11/11,,United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
777,Accident,10/10/08,"""Miami, FL""",United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
767,Accident,4/9/01,"""Boston, MA""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
757,Accident,10/29/01,"""Dulles, VA""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
737,Accident,7/8/07,"""McAlester, OK""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,8/11/87,"""SANTA MONICA, CA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Incident,10/17/88,ST. THOMAS,,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,9/21/88,"""DFW AIRPORT, TX""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,12/26/87,SAN JUAN,,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,5/15/91,"""NASHVILLE, TN""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,4/25/91,"""CHICAGO, IL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,7/18/90,"""FORT MYERS, FL""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,12/26/87,SAN JUAN,,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,3/12/86,"""MEMPHIS, TN""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,11/7/85,"""BELLEVUE, NE""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
767,Accident,6/6/96,"""SAN FRANCISCO, CA""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,1/5/93,"""SARASOTA, FL""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
727,Incident,1/3/91,"""DES MOINES, IA""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,2/20/11,"""Southlake, TX""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Incident,9/23/83,"""DALLAS/FT WORTH, TX""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
MD-80,Accident,6/12/03,"""Fort Worth, TX""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
757,Accident,3/27/92,"""HAYDEN, CO""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Accident,7/22/98,"""PEOTONE, IL""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
757,Incident,9/22/08,"""Chicago, IL""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
727,Accident,6/23/85,"""SOUTH HAVEN, MI""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,1/13/99,"""NEW YORK, NY""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,10/23/00,"""NEW YORK, NY""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,8/16/00,"""CHICAGO, IL""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,8/5/95,"""ORLANDO, FL""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
757,Accident,5/11/02,"""Chicago, IL""",United States,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
727,Incident,5/12/96,"""INDIANAPOLIS, IN""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,1/16/03,"""Indianapolis, IN""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Accident,8/20/05,"""Chicago, IL""",United States,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
707,Incident,12/29/83,"""OAKLAND, CA""",United States,Minor,Boeing,0,10/1/58,1/1/79,1010,No
737,Incident,1/8/08,"""Lincoln, NE""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
707,Accident,11/11/82,"""MIAMI, FL""",United States,None Reported,Boeing,1,10/1/58,1/1/79,1010,No
747,Accident,11/30/98,"""JAMAICA, NY""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
777,Accident,7/6/13,"""San Francisco, CA""",United States,Destroyed,Boeing,3,6/1/95,9/21/17,1412,Yes
747,Accident,11/11/98,"""ANCHORAGE, AK""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,4/19/97,"""MIAMI, FL""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,11/21/13,"""Wichita, KS""",United States,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,5/17/10,"""Miami, FL""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,12/4/10,"""Chicago, IL""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
707,Accident,1/25/90,"""COVE NECK, NY""",United States,Destroyed,Boeing,73,10/1/58,1/1/79,1010,No
727,Incident,11/12/86,"""LIVINGSTON, TN""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,3/4/84,"""LAMPASAS, TX""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
747,Accident,7/14/90,"""MIAMI, FL""",United States,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
767,Accident,8/16/10,"""Dulles, VA""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
777,Accident,5/27/15,"""Windsor Locks, CT""",United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
777,Incident,8/11/04,"""Houston, TX""",United States,Minor,Boeing,0,6/1/95,9/21/17,1412,Yes
747,Accident,5/9/88,"""CHICAGO, IL""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
767,Incident,11/4/09,"""Dulles International Airport, VA""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
757,Incident,4/7/93,"""HOUSTON, TX""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
727,Accident,6/27/05,"""San Diego, CA""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
737,Accident,9/6/95,"""MIAMI, FL""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,8/26/92,"""MIAMI, FL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,9/26/95,"""FORT LAUDERDALE, FL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
DHC-8,Incident,2/11/94,"""CHARLOTTE, NC""",United States,None Reported,Bombardier,0,1/1/84,9/21/17,1185,Yes
757,Incident,1/23/92,"""MIAMI, FL""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
747,Incident,2/25/13,"""Dallas, TX""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,3/4/94,"""ANCHORAGE, AK""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,2/19/85,"""SAN FRANCISCO, CA""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,5/19/13,"""Atlanta, GA""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
727,Incident,7/26/88,"""DENVER, CO""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,11/6/98,"""NEWARK, NJ""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,3/18/88,"""MORRISTOWN, NJ""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Incident,12/19/90,"""DENVER, CO""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,9/20/91,"""DETROIT, MI""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,8/12/90,"""BELGRADE, MT""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,8/10/89,"""LOS ANGELES, CA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,4/3/88,"""SARASOTA, FL""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,5/19/95,"""BROOKSVILLE, FL""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,10/5/91,"""LITTLE ROCK, AR""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,3/15/93,"""NEWARK, NJ""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,10/16/91,"""NEWARK, NJ""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,5/19/95,"""TALLAHASSEE, FL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,3/17/90,"""WICHITA, KS""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,9/27/97,"""SEATTLE, WA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
767,Incident,9/17/09,"""Newark, NJ""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Accident,9/12/99,"""WEST PALM BEACH, FL""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,1/16/06,"""El Paso, TX""",United States,Minor,Boeing,1,2/1/68,9/21/17,9093,Yes
737,Incident,3/10/88,"""GREENSBORO, NC""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,3/10/88,"""GREENSBORO, NC""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,4/17/88,"""CLEVELAND, OH""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,5/6/11,"""Greenville, MS""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,12/20/08,"""Denver, CO""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,8/21/06,"""Newark, NJ""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,8/8/05,"""Newark, NJ""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Incident,10/28/06,"""Newark, NJ""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Incident,8/3/09,"""Bavaro, Dominican Republic""",Dominican Republic,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
777,Accident,3/2/05,"""Newark, NJ""",United States,Substantial,Boeing,0,6/1/95,9/21/17,1412,Yes
737,Incident,3/27/08,"""Houston, TX""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,8/16/01,"""DFW Airport, TX""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,4/18/09,"""McAllen, TX""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Incident,11/1/87,"""NEWARK, NJ""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
737,Accident,7/8/99,ATLANTIC OCEAN,,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Accident,3/9/93,"""HOUSTON, TX""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,2/11/93,"""NEWARK, NJ""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,4/18/82,"""AUSTIN, TX""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,10/7/98,"""MIAMI, FL""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/22/84,"""DENVER, CO""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,11/15/93,"""CHICAGO, IL""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,2/9/94,"""CHICAGO, IL""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,2/13/93,"""PORTLAND, ME""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,7/15/92,"""OKLAHOMA CITY, OK""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,3/17/99,"""NEWARK, NJ""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,2/20/86,"""DENVER, CO""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,5/11/97,"""CORPUS CHRISTI, TX""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,11/26/94,"""HOUSTON, TX""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,6/19/05,"""Salt Lake City, UT""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,12/15/05,"""Houston, TX""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,12/15/06,"""Colorado Spring, CO""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Accident,8/30/04,"""El Paso, TX""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,5/24/89,"""DENVER, CO""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
737,Accident,12/29/95,"""ATLANTA, GA""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Accident,7/4/91,"""ALMA, GA""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Incident,6/19/96,"""SALT LAKE CITY, UT""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,2/20/96,"""PORTLAND, OR""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
747,Incident,9/21/14,"""Atlanta, GA""",United States,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
767,Accident,2/26/12,"""Angers, France""",France,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
777,Incident,1/2/09,"""Atlanta, GA""",United States,Minor,Boeing,0,6/1/95,9/21/17,1412,Yes
777,Incident,11/26/08,"""Bozeman, MT""",United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
737,Accident,3/4/14,"""San Diego, CA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
747,Incident,10/2/15,"""Tokyo, Japan""",Japan,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
757,Accident,2/27/11,"""Naches, WA""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Incident,7/11/14,"""Los Angeles, CA""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,7/14/11,"""Boston, MA""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,10/28/14,"""Atlanta, GA""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Incident,12/15/98,"""ORLANDO, FL""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
767,Incident,6/16/10,"""Athens, Greece""",Greece,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,5/20/09,"""San Juan, PR""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Accident,6/30/15,"""Salt Lake City, UT""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,2/18/12,"""Detroit, MI""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,5/12/11,"""Atlanta, GA""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,12/28/08,"""Seattle, WA""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
747,Incident,10/23/11,"""Detroit, MI""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
757,Accident,10/22/14,"""Minneapolis, MN""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,1/10/14,"""Atlanta, GA""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,3/7/13,"""Atlanta, GA""",United States,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Incident,6/21/11,"""Atlanta, GA""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Incident,10/10/11,"""Atlanta, GA""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Incident,9/7/09,"""St. Johns, Canada""",Canada,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,10/5/09,"""Unknown, Argentina""",Argentina,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,10/27/09,"""Atlanta, GA""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
777,Accident,7/12/13,"""Atlanta, GA""",United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
777,Accident,7/12/07,"""Atlanta, GA""",United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
757,Accident,9/5/06,"""San Juan, PR""",United States,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
MD-80,Incident,11/6/12,"""Atlanta, GA""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
757,Incident,8/6/08,"""Las Vegas, NV""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Incident,2/9/11,"""Minneapolis, MN""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,5/29/02,"""Atlanta, GA""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
737,Incident,8/16/01,"""DFW Airport, TX""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,1/7/92,"""DFW AIRPORT, TX""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Accident,1/6/98,"""ORLANDO, FL""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,4/26/93,"""MIAMI, FL""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
737,Accident,6/19/10,"""New York, NY""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Accident,5/16/09,"""Cuba, Cuba""",Cuba,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,6/23/03,"""Tampa, FL""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Accident,6/29/15,"""Atlanta, GA""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
727,Incident,3/20/88,"""PORTLAND, OR""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,3/9/88,"""ATLANTA, GA""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
767,Accident,1/25/88,"""BLOCK ISLAND, RI""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Accident,11/10/87,"""RALEIGH, NC""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Incident,1/9/86,"""MEMPHIS, TN""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,11/27/92,"""CHICAGO, IL""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,12/24/99,"""SALT LAKE CITY, UT""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Accident,2/23/93,"""FORT LAUDERDALE, FL""",United States,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Incident,9/13/89,"""FORT LAUDERDALE, FL""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,5/23/11,"""Boone, NC""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Incident,3/30/00,"""NEW YORK CITY, NY""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,7/15/10,,United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Accident,5/12/11,"""Atlanta, GA""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
767,Accident,8/26/88,"""CHARLESTON, SC""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Accident,11/7/95,"""PENSACOLA, FL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Incident,8/8/98,"""LAS VEGAS, NV""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/13/00,"""SAN FRANCISCO, CA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,12/1/87,"""LOS ANGELES, CA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Accident,2/20/96,"""FAIRBANKS, AK""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,11/13/92,"""ATLANTA, GA""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Incident,8/29/91,"""LOS ANGELES, CA""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Incident,10/24/85,"""FLUSHING, NY""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Incident,7/7/87,"""FRANKFORT, KY""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
767,Accident,10/29/15,"""Fort Lauderdale, FL""",United States,Substantial,Boeing,0,11/1/82,9/21/17,1088,Yes
757,Incident,1/19/89,"""ATLANTA, GA""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
727,Incident,7/11/87,"""WASHINGTON, DC""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,12/27/89,"""MIAMI, FL""",United States,None Reported,Boeing,1,2/1/64,1/1/84,1831,No
727,Incident,12/26/88,"""MORGANTOWN, WV""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,7/19/86,"""MIAMI, FL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,5/26/84,"""SALT LAKE CITY, UT""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,1/17/86,"""LOUDON COUNTY, VA""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,11/11/83,"""MIAMI, FL""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,2/15/83,"""MIAMI, FL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,1/18/90,"""ATLANTA, GA""",United States,Substantial,Boeing,1,2/1/64,1/1/84,1831,No
727,Incident,4/11/88,"""ATLANTA, GA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,10/3/82,"""KENNER, LA""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,8/11/85,"""RICHMOND, VA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,12/6/82,"""SARASOTA, FL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/10/87,"""JAMAICA, NY""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,9/15/87,"""TULSA, OK""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,6/9/96,"""RICHMOND, VA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
777,Accident,8/16/08,"""San Francisco, CA""",United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
747,Accident,5/30/12,"""Chicago, IL""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,1/19/99,"""FAIRBANKS, AK""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,12/28/01,"""Anchorage, AK""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,12/23/08,"""Rockford, IL""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,1/5/01,"""Honolulu, HI""",United States,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
707,Incident,8/2/93,"""MIAMI, FL""",United States,Minor,Boeing,0,10/1/58,1/1/79,1010,No
727,Accident,1/31/90,"""INDIANAPOLIS, IN""",United States,Minor,Boeing,1,2/1/64,1/1/84,1831,No
727,Incident,10/6/88,"""NEWARK, NJ""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/3/97,"""ATLANTA, GA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
